Course Control Number (CB00),Course Code (CB01),Course Subject* (CB01),Course Number* (CB01),Course Title* (CB02) (updated=blue),Course Description,Department*,TOP Code,OLDTOP Code (CB03),Course Credit Status (CB04),Course Transfer Status (CB05),Course Units of Credit Maximum (CB06),Course Units of Credit Minimum (CB07),Course Basic Skills Status (CB08),SAM Priority Code (CB09),Cooperative Work Experience Education Status (CB10),Course Classification Code (CB11),Course Repeatability (CB12),Course Special Class Status (CB13),Course Can Code (CB14),Course Can Seq Code (CB15),Course Crosswalk Crs Dept Name (CB19),Course Crosswalk Crs Number (CB20),Course Prior to College Level (CB21),Course Non-Credit Category (CB22),Funding Agency Category (CB23),Course Program Status (CB24),Curriculum Id*,,
CCC000598669,GEOGR70,GEOGR,70,Introduction to Raster-Based GIS,"GEOGR 70 - Introduction to Raster-Based GIS,  3 Units Recommended for Success: GEOGR 59, and GEOGR 60 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This course uses ArcGIS/ArcPro software to explore the use of raster GIS data in analysis and visualization. Topics include terrain analysis, density mapping, distance/direction/allocation surfaces, interpolation, visibility analysis, and 3D modeling. The course consists of a combination of lectures, demonstrations, hands-on exercises, and a student project. Not repeatable. Transfer: (CSU)",GEOG,2206.10,220610,D,B,3,3,N,B,N,Y,,N,NULL,NULL,CGEOGR,70,Y,Y,Y,1,CGEOGR-70,,
CCC000598670,GEOGR75,GEOGR,75,Introduction to Remote Sensing,"GEOGR 75 - Introduction to Remote Sensing, 3 Units Recommended for Success: GEOGR 70 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Materials fee required Uses ArcGIS/ArcPro software to explore the use of GIS in remote sensing. Emphasis is on the use of satellite imagery, aerial photography, and UAV/Drone data to derive information for GIS analysis and decision-making. The course consists of a combination of lectures, demonstrations, hands-on exercises, and a student project. Not repeatable. Transfer: (CSU)",GEOG,2206.10,220610,D,B,3,3,N,B,N,Y,,N,NULL,NULL,CGEOGR,75,Y,Y,Y,1,CGEOGR-75,,
CCC000236806,GEOGR97,GEOGR,97,Work Experience in Geography,"GEOGR 97 - Work Experience in Geography, 1 to 4 units 1 Unit: 60 Unpaid Hours, 75 Paid Hours 2 Units: 120 Unpaid Hours, 150 Paid Hours 3 Units: 180 Unpaid Hours, 225 Paid Hours 4 Units: 240 Unpaid Hours, 300 Paid Hours 75 hours paid employment equals 1 unit of credit. 60 hours unpaid employment equals 1 unit of credit.  This provides students an opportunity to experience supervised employment in Geography. The student's employment must be related to educational or occupational goals. May be repeated for no more than a total of 16 units of credit less any units earned in any other Work Experience course. Transfer:(CSU-Transfer credit limited. See a counselor.)",GEOG,2206.00,220600,D,B,4,1,N,C,C,Y,,N,NULL,NULL,CGEOGR,97,Y,Y,Y,2,CGEOGR-97,,
CCC000178252,GUIDE1,GUIDE,1,Career/Life Planning,"GUIDE 1 - Career/Life Planning, 3 units Recommended for Success: ENGL 151 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Materials fee required Designed to help students formulate and experience an organized and realistic approach to career planning. Development of awareness and objectivity in the areas of interests, skills, values, aptitudes, etc. Introduction to sources of occupational information, and occupational trends. Introduction to decision-making, career information, career trends and social influences on career-life planning. May include administration of standardized interest and personality inventories. Not repeatable. MJC equivalent: (Satisfies MJC Guidance requirement) Transfer: (CSU) (CSU-GE: E)",GUID,4930.10,493010,D,B,3,3,N,E,N,Y,,N,NULL,NULL,CGUIDE,1,Y,Y,Y,1,CGUIDE-1,,
CCC000295070,GUIDE100,GUIDE,100,College Success,"GUIDE 100 - College Success, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Materials fee required  Prepares students for the challenges of college-level coursework. Designed for students who would like to develop or improve skills and abilities necessary for college success; such as students who are: new to college, re-entering college, or those on academic or progress probation status. Topics include: values, goal-setting methods, time management, note-taking techniques, reading strategies, test-taking skills, memorization, critical and creative thinking, learning styles, and the use of technology for academic success. Familiarizes students with the College, its curriculum, facilities, services, policies, programs and degree and transfer requirements. Not repeatable. MJC equivalent: (STSK 78)",GUID,4930.10,493010,D,C,3,3,N,E,N,Y,,N,NULL,NULL,CGUIDE,100,Y,Y,Y,2,CGUIDE-100,,
CCC000266262,GUIDE10A,GUIDE,10A,Introduction to Helping Skills,"GUIDE 10A - Introduction to Helping Skills, 1.50 units 27 Lecture Hours, 54 Out-of-Class Hours = 81 Total Student Learning Hours  An introduction to the skills basic to a helping relationship. Includes instruction in the concepts and principles, as well as experience in the use of specific listening and communication skills. Designed for non-professional and paraprofessional helpers such as peer tutors, peer counselors, advisors, managers, supervisors etc. Not repeatable. Grading: (P/NP Only) Transfer: (CSU)",GUID,4930.10,493010,D,B,1.5,1.5,N,E,N,Y,,N,NULL,NULL,CGUIDE,10A,Y,Y,Y,1,CGUIDE-10A,,
CCC000245556,GUIDE10B,GUIDE,10B,Intermediate Helping and Basic Conflict Management Skills,"GUIDE 10B - Intermediate Helping and Basic Conflict Management Skills,	1.50 units Prerequisite(s): GUIDE 10A 27 Lecture Hours, 54 Out-of-Class Hours = 81 Total Student Learning Hours  Continued instruction in concepts, principles and skills basic to a helping relationship. Experience in the specific use of each skill. Includes an emphasis on helping and support skills and the introduction to the skills unique to the process of conflict management. Designed for non-professional and paraprofessional helpers, especially in informal settings, including, but not limited to: friend-friend, parent-child, teacher-student, supervisor-employee, worker-client, and peer counseling situations. Not repeatable. Grading: (P/NP Only) Transfer: (CSU)",GUID,4930.10,493010,D,B,1.5,1.5,N,E,N,Y,,N,NULL,NULL,CGUIDE,10B,Y,Y,Y,1,CGUIDE-10B,,
CCC000446366,GUIDE11,GUIDE,11,Occupational Exploration,"GUIDE 11 - Occupational Exploration, 1 unit 18 Lecture Hours, 36 Out-of-Class Hours = 54 Total Student Learning Hours  An introduction to occupational exploration and career choice. Emphasis will be on linking personal information (interests, values and abilities) obtained through career assessment, with information about occupations, researched by using Career Center and online resources. Career choices will be clarified and corresponding and appropriate educational goals will be selected. Students will receive instruction in goal setting, decision making, and problem solving as they relate to the development and fulfillment of educational and career plans. Not repeatable. MJC equivalent: (GUIDE 111) Transfer: (CSU)",GUID,4930.10,493010,D,B,1,1,N,E,N,Y,,N,NULL,NULL,CGUIDE,11,Y,Y,Y,2,CGUIDE-11,,
CCC000551992,GUIDE18,GUIDE,18,Life Skills for Higher Education,"GUIDE 18 - Life Skills for Higher Education,	 3 units Recommended for Success: ENGL 151 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This course presents strategies for first-year students to thrive in the culture of higher education. By taking a holistic approach to college success, educational planning, and lifelong learning, students will develop self-understanding as they examine topics such as: motivation and attitudes, values, goal setting, creative and critical thinking, stress management, personal wellness, learning and personality theories, time management, study skills, interpersonal communication, cultural diversity, college expectations and etiquette, and how to build a community for academic and personal support. An educational plan is a course requirement. Not repeatable. MJC equivalent: (Satisfies MJC Guidance requirement) Transfer: (CSU/UC)  (CSU-GE: E)",GUID,4930.10,493010,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CGUIDE,18,Y,Y,Y,2,CGUIDE-18,,
CCC000587513,GUIDE25,GUIDE,25,Job Search and Interviewing Strategies,"GUIDE 25/BUSAD 25 - Job Search and Interviewing Strategies, 1 unit 18 Lecture Hours, 36 Out-of-Class Hours = 54 Total Student Learning Hours  Understanding the employment process and development of written and oral presentation skills necessary to conduct an efficient and effective job search. Topics include: the hiring process, employer perspectives, the hidden job market, networking, research, job search planning, making employer contacts and interviewing. Development of a master application, resume and letter of application. Credit may be earned for only one of the following: GUIDE 25 or BUSAD 25. Not repeatable. MJC equivalent: (GUIDE 112) Transfer: (CSU)",GUID,4930.10,493010,D,B,1,1,N,E,N,Y,,N,NULL,NULL,CGUIDE,25,Y,Y,Y,1,CGUIDE-25,,
CCC000551991,GUIDE30,GUIDE,30,Personal Growth and Development,"GUIDE 30 - Personal Growth and Development,  3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Examination of personal and psycho-social dynamics and influences for personal growth and self-management. Focus is on self-exploration, leading to self-awareness and self- understanding, examining motives behind choices, coping with changes, relationships, dynamics and resolution of conflicts, and the role of cognition and emotions in behavior and health; includes active personal involvement, class interaction, case studies, building personal portfolios, and self-study. Field trips may be required. Not repeatable. MJC equivalent: (Satisfies MJC Guidance requirement) Transfer: (CSU) (CSU-GE: E)",GUID,4930.10,493010,D,B,3,3,N,E,N,Y,,N,NULL,NULL,CGUIDE,30,Y,Y,Y,2,CGUIDE-30,,
CCC000578407,GUIDE35,GUIDE,35,Basics of Budgeting & Money Management,"GUIDE 35 - Basics of Budgeting & Money Management, 1 unit 18 Lecture Hours, 36 Out-of-Class Hours = 54 Total Student Learning Hours  This course provides students with the fundamental tools to make informed decisions that impact their short and intermediate-term finances. Topics covered include money management and the decision processes and behaviors underlying spending, saving and borrowing. Not repeatable. Transfer: (CSU)",GUID,4930.13,493013,D,B,1,1,N,E,N,Y,,N,NULL,NULL,CGUIDE,35,Y,Y,Y,2,CGUIDE-35,,
CCC000578409,GUIDE50,GUIDE,50,Guidance for Nursing Majors,"GUIDE 50 - Guidance for Nursing Majors, 1 unit 18 Lecture Hours, 36 Out-of-Class Hours = 54 Total Student Learning Hours  Course will familiarize Columbia College students with the MJC Associate Degree in Nursing Program and will also cover requirements for transfer into baccalaureate level nursing programs. Important aspects of nursing as an occupational choice will be covered as well as resources available to promote student success. Field trips may be required. Not repeatable. MJC equivalent: (Satisfies MJC Guidance requirement) Transfer:(CSU)",GUID,4930.10,493010,D,B,1,1,N,E,N,Y,,N,NULL,NULL,CGUIDE,50,Y,Y,Y,2,CGUIDE-50,,
CCC000335109,GUIDE51,GUIDE,51,Principles of Leadership,"GUIDE 51 - Principles of Leadership, 1 unit Formerly listed as: GUIDE 115 - Principles of Leadership 18 Lecture Hours, 36 Out-of-Class Hours = 54 Total Student Learning Hours  Designed to introduce students to the dynamics of working groups and the impact of leadership on work groups. Students will explore leadership theories and models as well as their own values and beliefs to develop a personal leadership philosophy. Topics may include developing skills in principles and administration of parliamentary law; the co-curricular activity program; finances, including budgetary procedure. Not repeatable. Transfer: (CSU)",GUID,4930.10,493010,D,B,1,1,N,E,N,Y,,N,NULL,NULL,CGUIDE,51,Y,Y,Y,2,CGUIDE-51,,
CCC000578406,GUIDE8,GUIDE,8,Introduction to College,"GUIDE 8 - Introduction to College, 0.50 to 1 units 0.5 Unit: 9 Lecture Hours, 18 Out-of-Class Hours = 27 Total Student Learning Hours 1 Unit: 18 Lecture Hours, 36 Out-of-Class Hours = 54 Total Student Learning Hours  Explore the resources and tools needed to take charge of your educational experience and maximize your academic success. Identify successful college behaviors, Columbia College support resources, general expectations of college culture, and college pathway options. Students will gain an understanding of educational planning and transfer processes and, according to their needs and goals, each student may complete an educational plan with a counselor individually, in a group, or online. Not repeatable. MJC equivalent: (GUIDE 110) Transfer: (CSU)",GUID,4930.13,493013,D,B,1,0.5,N,E,N,Y,,N,NULL,NULL,CGUIDE,8,Y,Y,Y,2,CGUIDE-8,,
CCC000587157,HHP10,HHP,10,Adaptive Physical Education,"HHP 10 - Adaptive Physical Education, 1 unit 54 Laboratory hours = 54 Total Student Learning Hours  Provides direction for students with physical limitations to follow a prescribed program on improving cardiovascular, flexibility, and strength fitness levels. Not repeatable.  Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,S,NULL,NULL,CHHP,10,Y,Y,Y,2,CHHP-10,,
CCC000536262,HHP16A,HHP,16A,Fitness Walking,"HHP 16A - Fitness Walking, 1 unit 54 Laboratory Hours = 54 Total Student Learning Hours  Provides an introduction and instruction to fitness walking along with other exercises to improve whole-body fitness. It is a low-impact activity course with emphasis on cardiovascular endurance and weight loss. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,16A,Y,Y,Y,1,CHHP-16A,,
CCC000561894,HHP16B,HHP,16B,Power Walking,"HHP 16B - Power Walking, 1 unit Recommended for Success: HHP 16A 54 Laboratory Hours = 54 Total Student Learning Hours  Provides instruction and techniques for power (race) walking. Emphasis is on cardiovascular endurance and efficiency through moderate-to-high intensity workouts. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,16B,Y,Y,Y,2,CHHP-16B,,
CCC000186335,HHP18A,HHP,18A,Yoga I,"HHP 18A - Yoga I, 1 unit 54 Laboratory Hours = 54 Total Student Learning Hours  Designed to provide a basic yoga foundation using postures, breathing and relaxation techniques to increase flexibility, strength, balance and coordination. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,18A,Y,Y,Y,2,CHHP-18A,,
CCC000333962,HHP18B,HHP,18B,Yoga II,"HHP 18B - Yoga II, 1 unit Recommended for Success: HHP 18A 1 Unit: 54 Laboratory Hours = 54 Total Student Learning Hours  Designed for students to perform more advanced postures, breathing, and relaxation techniques to further increase flexibility, strength, balance and coordination. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,18B,Y,Y,Y,1,CHHP-18B,,
CCC000440401,HHP2,HHP,2,Women's Health Issues,"HHP 2 - Women's Health Issues, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This course will focus on the politics of women's health and medical care issues in the United States including analyzing, as well as establishing methods of utilizing, the health care system with specific attention to women as health care consumers; contemporary concerns about the health care delivery system with emphasis on the gender politicalization of the social, physical, emotional, intellectual, spiritual and environmental aspects of gender-health. Not repeatable. Transfer: (CSU/UC) (CSU-GE: D, E) (IGETC: 4D)",HHP,0835.00,083500,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CHHP,2,Y,Y,Y,1,CHHP-2,,
CCC000234042,HHP3,HHP,3,Introduction to Kinesiology,"HHP 3 - Introduction to Kinesiology, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Provides an introduction to the interdisciplinary approach to the study of human movement. Emphasis on the importance of the subdisciplines will be discussed as well as career opportunities. Not repeatable. Transfer: (CSU/UC) C-ID: (KIN 100)",HHP,0835.00,083500,D,A,3,3,N,E,N,Y,,N,KIN 100,NULL,CHHP,3,Y,Y,Y,1,CHHP-3,,
CCC000583083,HHP300,HHP,300,Lifelong Health and Fitness,"HHP 300 - Lifelong Health and Fitness, 0 units Hours per term: 54 laboratory   Provides lifelong education for older adults and promotes the health and physical well-being through various combinations of training systems to improve cardiovascular endurance and muscular strength and endurance. Unlimited Repeats.  Noncredit, Not Graded",HHP,0835.10,083510,N,C,0,0,N,E,N,L,,N,NULL,NULL,CHHP,300,Y,H,Y,2,CHHP-300,,
CCC000588223,HHP303,HHP,303,Fitness Maintenance for the Physically Limited,"HHP 303 - Fitness Maintenance for the Physically Limited, 0 units Formerly listed as: HHP 303 - Rehabilitation for Physically Limited Hours per term: 54 laboratory   Provides direction for students with physical limitations to follow a prescribed program on improving cardiovascular, flexibility, and strength fitness levels. Unlimited repeats.   Noncredit, Not Graded",HHP,0835.10,083510,N,C,0,0,N,E,N,L,,S,NULL,NULL,CHHP,303,Y,E,Y,2,CHHP-303,,
CCC000551990,HHP32A,HHP,32A,Basketball I,"HHP 32A - Basketball I, 1 unit 54 Laboratory Hours = 54 Total Student Learning Hours  This course is a basic introduction to basketball rules and terms, as well as an introduction to the basic skills of dribbling, passing, shooting, rebounding and defending in basketball. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,32A,Y,Y,Y,1,CHHP-32A,,
CCC000551989,HHP32B,HHP,32B,Basketball II,"HHP 32B - Basketball II, 1 unit 54 Laboratory Hours = 54 Total Student Learning Hours  An intermediate level of skills and strategies for the experienced player. An introduction to offensive and defensive team concepts surrounding man-to-man, zone and transitional schemes will also be implemented in this course. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,32B,Y,Y,Y,1,CHHP-32B,,
CCC000551988,HHP32C,HHP,32C,Basketball III,"HHP 32C - Basketball III, 1 unit 54 Laboratory Hours = 54 Total Student Learning Hours  An advanced level of skill and strategies for the experienced basketball player. Intra-class scrimmages, scorekeeping and refereeing included. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,32C,Y,Y,Y,2,CHHP-32C,,
CCC000552691,HHP47A,HHP,47A,Soccer I,"HHP 47A - Soccer I, 1 unit 54 Laboratory Hours = 54 Total Student Learning Hours  Provides basic instruction, practice and participation in game play. Course emphasis on rules, skills and game strategies for the beginning player. Man-to-man defensive strategies are included as well as inter-class competition. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,47A,Y,Y,Y,1,CHHP-47A,,
CCC000552690,HHP47B,HHP,47B,Soccer II,"HHP 47B - Soccer II, 1 unit Recommended for Success: HHP 47A 54 Laboratory Hours = 54 Total Student Learning Hours  Provides intermediate instruction and practice, and participation in game play. Course emphasis on rules, skills and strategies for the intermediate player. Zonal defensive strategies are included as well as inter-class competition. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,47B,Y,Y,Y,1,CHHP-47B,,
CCC000551987,HHP47C,HHP,47C,Soccer III,"HHP 47C - Soccer III, 1 unit Recommended for Success: HHP 47B 54 Laboratory Hours = 54 Total Student Learning Hours  Provides advanced instruction, practice and participation in game play. Course emphasis on skills and strategies for the experienced player. Defensive concepts surrounding zonal versus man-to-man-strategies are included. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,47C,Y,Y,Y,2,CHHP-47C,,
CCC000585212,HHP5,HHP,5,Introduction to Recreation and Leisure,"HHP 5 - Introduction to Recreation and Leisure, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This course provides students a detailed overview of the history, developments, and current trends in leisure and recreation studies. It reflects recent social change and challenges facing recreation industries in the 21st Century including: population shifts, technology and marketing. It also addresses the history of the parks movement and tourism/sport segments. This course is of interest to students of Health and Human Performance (Recreation-related subjects). Not repeatable. Transfer: (CSU) (CSU-GE: E)",HHP,0836.00,083600,D,B,3,3,N,E,N,Y,,N,NULL,NULL,CHHP,5,Y,Y,Y,1,CHHP-5,,
CCC000284239,HHP50A,HHP,50A,Tennis I,"HHP 50A - Tennis I, 1 unit 54 Laboratory Hours = 54 Total Student Learning Hours  Instruction and practice in fundamentals of Eastern grip tennis. Emphasis on development of sound ground strokes, serve, and volley. Includes rules, scoring, and game play in both singles and doubles tennis. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,50A,Y,Y,Y,1,CHHP-50A,,
CCC000575642,HHP50B,HHP,50B,Tennis II,"HHP 50B - Tennis II, 1 unit Prerequisite(s): HHP 50A 54 Laboratory Hours = 54 Total Student Learning Hours  Instruction and practice in the advanced aspects of Eastern grip tennis. Emphasis on game play and development with individualized coaching and analysis for the more experienced player. Includes tactics and court coverage to encourage a more powerful game in both singles and doubles tennis. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,50B,Y,Y,Y,1,CHHP-50B,,
CCC000574528,HHP53A,HHP,53A,Volleyball I,"HHP 53A - Volleyball I, 1 unit 54 Laboratory Hours = 54 Total Student Learning Hours  Basic techniques with emphasis on offensive and defensive tactics of team play. Rules and intra-class competition included. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,53A,Y,Y,Y,1,CHHP-53A,,
CCC000543182,HHP53B,HHP,53B,Volleyball II,"HHP 53B - Volleyball II, 1 unit 54 Laboratory Hours = 54 Total Student Learning Hours  An intermediate level of skills and strategies for the experienced player; an introduction to power volleyball play. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,53B,Y,Y,Y,1,CHHP-53B,,
CCC000536263,HHP53C,HHP,53C,Volleyball III,"HHP 53C - Volleyball III, 1 Units 54 Laboratory Hours = 54 Total Student Learning Hours  An advanced level of skill and strategies for the experienced volleyball player. Intra-class power play competition included. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,53C,Y,Y,Y,1,CHHP-53C,,
CCC000535545,HHP55A,HHP,55A,Fitness Training I for Firefighting,"HHP 55A - Fitness Training I for Firefighting,  1 unit 54 Laboratory Hours = 54 Total Student Learning Hours  An introductory course designed to prepare students for the Candidate Physical Ability Test (CPAT) which is a requirement to become a firefighter in California. Training and conditioning will focus on specific agility, flexibility, muscle strength, muscle endurance, and cardiovascular activities for the CPAT and work-related duties. Emphasis on nutrition and maintaining a healthy lifestyle will be included. Not repeatable. Transfer: (CSU-Transfer credit limited. See a counselor.)",HHP,2133.00,213300,D,B,1,1,N,C,N,Y,,N,NULL,NULL,CHHP,55A,Y,Y,Y,1,CHHP-55A,,
CCC000536264,HHP55B,HHP,55B,Fitness Training II for Firefighting,"HHP 55B - Fitness Training II for Firefighting,  1 unit 54 Laboratory Hours = 54 Total Student Learning Hours  An intermediate course designed to prepare students for the Candidate Physical Ability Test (CPAT) which is a requirement to become a firefighter in California. Training and conditioning will focus on specific agility, flexibility, muscle strength, muscle endurance, and cardiovascular activities. Emphasis on developing a well-balanced workout will be emphasized. Not repeatable. Transfer: (CSU-Transfer credit limited. See a counselor.)",HHP,2133.00,213300,D,B,1,1,N,C,N,Y,,N,NULL,NULL,CHHP,55B,Y,Y,Y,2,CHHP-55B,,
CCC000543183,HHP56A,HHP,56A,Weight Training I,"HHP 56A - Weight Training I, 1 unit 54 Laboratory Hours = 54 Total Student Learning Hours  Instruction in use of weights and body building equipment with emphasis on individual program development. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,56A,Y,Y,Y,1,CHHP-56A,,
CCC000543184,HHP56B,HHP,56B,Weight Training II,"HHP 56B - Weight Training II, 1 unit Recommended for Success: HHP 56A or equivalent 54 Laboratory Hours = 54 Total Student Learning Hours  Designed to help individuals accomplish a fine state of physical fitness through the use of ""overload"" equipment and progressive resistance exercises. Each person shall, with the counseling of the instructor, analyze particular needs and establish a program that will help accomplish these goals. Not repeatable. Transfer: (CSU/UC) (Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,56B,Y,Y,Y,1,CHHP-56B,,
CCC000334626,HHP59A,HHP,59A,Beginning Tai Chi,"HHP 59A - Beginning Tai Chi, 1 unit 54 Laboratory Hours = 54 Total Student Learning Hours  Provides an introduction to Tai Chi. Emphasis will be on the Yang style short form, 21 movements. Course also includes exploration of Qi Kung exercises and the history of Tai Chi. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,59A,Y,Y,Y,1,CHHP-59A,,
CCC000597959,HHP59B,HHP,59B,Advanced Tai Chi,"HHP 59B - Advanced Tai Chi, 1 unit Prerequisite(s): HHP 59A or Instructor approval of specific experience of Yang Style Form 54 Laboratory Hours = 54 Total Student Learning Hours  A continuation of Tai Chi Chuan Yang style form. Included will be a short review of Tai Chi history and basic principles of practice. The short form will be continued from movement 21 through movement 99, and will continue to completion of the long form with movement 150 if possible. Some demonstration of push hands techniques and long wooden sword form will be included. Students will be expected to lead the class in form demonstration and warm-up exercises. Not repeatable. Transfer: (CSU/UC)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,59B,Y,Y,Y,2,CHHP-59B,,
CCC000324341,HHP60,HHP,60,Health and Fitness Education,"HHP 60 - Health and Fitness Education,	3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This course focuses on personal and community health and an exploration of contemporary health issues and problems, with an emphasis on personal fitness and adjustment. Topics include exercise, nutrition, weight control, mental health, stress management, substance abuse, reproductive health, disease prevention, aging, health care delivery, and environmental hazards and safety. Not repeatable. MJC equivalent: (HE 110) Transfer: (CSU/UC) (CSU-GE: E) C-ID: (PHS 100)",HHP,0835.00,083500,D,A,3,3,N,E,N,Y,,N,PHS 100,NULL,CHHP,60,Y,Y,Y,1,CHHP-60,,
CCC000551654,HHP62,HHP,62,Safety and First Aid Education,"HHP 62 - Safety and First Aid Education, 3 Units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Provides instruction on the theory and skills involved with the immediate and temporary care of the injured. Emphasis will be on learning how to assess a victim's condition and proper treatment. Provides the concepts of Mental Health First Aid. Provides individual and group safety measures including, but not limited to preparation for a natural disaster, electrical safety and emergency action plans. The American Red Cross Standard First Aid, CPR, and AED certification for Infant/Child/Adult may be granted upon satisfactory completion for an additional fee. Not repeatable. MJC equivalent: (HE 101) Transfer:  (CSU/UC) C-ID: (KIN 101)",HHP,0835.00,083500,D,A,3,3,N,E,N,Y,,N,KIN 101,NULL,CHHP,62,Y,Y,Y,1,CHHP-62,,
CCC000526407,HHP63,HHP,63,Sociology of Sport,"HHP 63 - Sociology of Sport, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Examines the history of sport and its political, social and economic impact on public opinion. Includes an investigation into the phenomenon of sport, including cultural stratification, race, gender, education, economics, politics and the mass media. Not repeatable. Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4J)",HHP,0835.00,083500,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CHHP,63,Y,Y,Y,1,CHHP-63,,
CCC000521845,HHP74,HHP,74,Introduction to Sport Management,"HHP 74 - Introduction to Sport Management, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Provides an introductory overview of professional sport management in North America. The political, historical, social, economic, and cultural impacts of sport management are explored. Topics will include team management, organizational administration, legal issues, public relations, and facility management. Students will become familiar with career opportunities in the sports management field. Not repeatable. Transfer: (CSU)",HHP,0835.00,083500,D,B,3,3,N,E,N,Y,,N,NULL,NULL,CHHP,74,Y,Y,Y,1,CHHP-74,,
CCC000552689,HHP76,HHP,76,Sports Conditioning,"HHP 76 - Sports Conditioning, 1 unit Formerly listed as: HHP 76 - Beginning Sports Conditioning 54 Laboratory Hours = 54 Total Student Learning Hours  This course is designed for the athlete or student wanting to participate in a vigorous training program to train for athletic competition. Components will include muscle strength, muscle endurance, cardiovascular endurance, and flexibility. Concepts of speed, power, and quickness will also be emphasized. 4 completions allowed. Transfer: (UC/CSU-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,76,Y,Y,Y,1,CHHP-76,,
